EXECYEAR,DATE_START,VOLUMEDREDGED,RIVER,POOL,UP_RIV_MIL,DN_RIV_MIL,week_of_year,lead_7,lead_14,BEAI2,BRLI4,CMMI4,COPI2,DBQI4,FAII4,GGYM7,HAVI2,HNNM7,HNYI2,IL03,IL03_Tail,IL04,IL04_Tail,IL05,IL05_Tail,IL06,IL06_Tail,IL07,IL07_Tail,IL08,IL08_Tail,KHBI2,KNGI2,LSLI2,MI11,MI11_Tail,MI12,MI12_Tail,MI13,MI13_Tail,MI14,MI14_Tail,MI15,MI15_Tail,MI16,MI16_Tail,MI17,MI17_Tail,MI18,MI18_Tail,MI19,MI19_Tail,MI20,MI20_Tail,MI21,MI21_Tail,MI22,MI22_Tail,MORI2,MUSI4,PIAI2,UINI2,05552500,05527500,05585000,05446500,05583000,05570000,05555300
2010,2010-08-06T00:00:00Z,0,Illinois_Waterway,SR,244.5,238.7,32,2010-08-05T23:59:53Z,2010-08-05T23:59:46Z,433.62,526.78,575.8,439.24,596.32,548.09,489.23,437.41,468.32,444.61,538.86,505.88,504.86,489.1,483.22,461.6,458.93,449.4,440.98,440.98,432.2,432.2,536.59,439.61,448.23,602.65,596.77,591.76,590.23,582.8,578.38,571.57,564.22,560.93,553.74,545.56,545.07,540.64,540.45,529.16,528.68,518.15,493.04,485.1,484.22,476.18,475.32,464.62,464.13,487.33,543.91,442.11,476.96,472.5999998,513.07,438.49,578.1,457.44,473.27,524.38
2010,2010-08-09T00:00:00Z,0,Illinois_Waterway,MA,253.4,244.7,32,2010-08-08T23:59:53Z,2010-08-08T23:59:46Z,432.99,525.46,574.82,439.37,595.34,546.85,487.96,437.45,467.51,443.56,538.74,505.86,504.95,487.19,483.29,459.99,459,445.73,441,441,431.29,431.29,534.71,439.82,445.62,603.3,595.62,592.57,589.08,583.51,577.07,572.21,563.27,561.03,551.82,544.14,542.68,538.18,538.03,527.49,527.12,518.16,491.53,483.97,483.13,475.2,474.3,463.83,463.33,485.36,541.51,442.18,475.98,471.19,512.58,437.83,576.62,457.02,472.86,524.34
2004,2004-06-08T00:00:00Z,0,Mississippi_River,22,308,305.5,23,2004-06-07T23:59:53Z,2004-06-07T23:59:46Z,436.62,528.53,578.54,443.11,600.64,550.45,489.9,440.82,469.3,447.32,538.84,504.94,504.81,486.8,483.37,460.51,458.86,449.25,445.22,445.16,434.57,434.57,538.51,443.89,448.93,603.3,601.09,594.14,593.74,583.18,581.76,571.97,566.48,560.86,556.84,548.58,548.2,543.14,542.87,531.38,530.82,518.05,493.59,485.58,484.98,476.97,476.17,465.42,464.97,485.74,546.76,446.05,477.71,471.4199995,513.44,438.23,577.7,461.24,475.32,526.89
2012,2012-08-07T00:00:00Z,0,Mississippi_River,22,312,310.6,32,2012-08-06T23:59:53Z,2012-08-06T23:59:46Z,429.53,519.56,572.66,430.24,593.26,545.43,480.67,429.77,460.04,440.66,538.54,505.11,505.07,483.96,483.39,459.01,458.85,440.95,440.36,430.65,429.2,420.31,529.36,430.43,440.73,603.01,593.33,592.01,585.34,583.21,573.57,571.96,561.54,560.84,547.2,545.33,537.52,535.82,530.49,527.93,520.24,518.32,481.35,480.41,471.92,470.47,461.17,459.72,450.67,483.52,536.85,440.58,470.41,467.23,511.69,434.46,568.04,455.39,470.72,523.94
2004,2004-11-03T00:00:00Z,0,Mississippi_River,22,312.3,310.5,44,2004-11-02T23:59:53Z,2004-11-02T23:59:46Z,431.13,520.59,573.44,435.38,594.89,545.73,480.61,434.14,461.62,441.6,538.96,505.32,505.02,486.74,483.39,459.83,459.05,443.98,440.42,436.28,429.15,429.15,530.6,435.5,443.44,603.1,595,592.11,587.46,583.02,575.32,571.9,562.52,561.1,549.26,545.18,539,535.94,532.38,527.89,521.64,518.18,482.84,479.59,474.61,470.1,465.78,459.86,454.92,485.74,538.1,440.76,470.05,468.6599998,513.79,449.55,569.42,464.36,482.05,529.3
2015,2015-06-17T00:00:00Z,0,Mississippi_River,22,314,312.8,24,2015-06-16T23:59:53Z,2015-06-16T23:59:46Z,440.5,527.36,577.72,446.66,597.83,548.78,488.47,444.49,467.87,452.67,538.9,508.33,504.82,501.17,484.76,470.38,461.57,460.62,449.63,449.61,438.64,438.64,537.63,447.6,458.39,603.6,598.43,592.35,592.04,583.05,580.62,571.84,565.91,561.03,556.18,547.53,547.08,541.98,541.8,530.02,529.5,518.19,492.11,484.34,483.62,475.71,475.07,464.05,463.51,498.16,545.77,450.88,476.51,476.0300002,518,453.78,577.84,467.91,488.28,533.05
2010,2010-04-30T00:00:00Z,0,Mississippi_River,22,320.2,318.5,18,2010-04-29T23:59:53Z,2010-04-29T23:59:46Z,433.67,524.08,574.14,436.15,594.6,545.79,484.42,436,464.07,441.37,538.91,504.74,504.79,485.36,483.44,459.65,458.92,443.62,439.76,436.24,432.63,432.63,533.35,436.24,443.01,602.89,594.78,592.02,587.66,582.93,575.94,572.06,562.82,561.02,550.32,544.53,540.71,536.35,536.14,528.03,525.11,518.11,488.2,480.33,479.76,471.61,470.59,460.26,459.83,484.61,539.55,439.97,472.44,469.0500001,513.39,445.39,572.68,461.88,478.06,525.81
2013,2013-07-30T00:00:00Z,0,Mississippi_River,22,306.3,305.8,31,2013-07-29T23:59:53Z,2013-07-29T23:59:46Z,429.93,521.31,573.25,431.29,592.84,545.27,480.62,430.7,461.26,440.66,538.85,504.63,504.7,484.31,483.43,459.14,458.9,441.33,440.24,431.71,429.29,422.14,531.4,431.4,441.36,603.08,592.93,591.57,585.39,582.58,574.53,572.01,562.08,560.8,548.73,544.76,539.17,536.04,533.48,527.96,522.42,518.25,483.17,478.73,475.2,470.17,465.02,460.12,453.8,483.92,538.28,440.46,470.37,468.2000002,512.08,437.68,570.46,456.68,472.37,524.51
2009,2009-10-08T00:00:00Z,0,Mississippi_River,22,318.4,320.1,41,2009-10-07T23:59:53Z,2009-10-07T23:59:46Z,429.6,520.03,572.79,431.77,593.32,545.58,480.03,431.01,460.22,440.58,539.03,504.99,504.96,483.54,483.55,459.04,458.92,441.36,440,432.65,429.2,422.61,529.95,432.11,441.3,603.2,593.24,592.14,585.07,582.97,573.68,572.08,561.8,561.16,547.79,545.16,537.92,535.86,531.74,527.66,521,517.89,481.95,479.27,473.25,470.26,462.98,459.47,452.33,483.73,537.26,440.34,470.23,468.6799998,512.1,437.62,570.77,456.7,472.31,524.33
2002,2002-09-26T00:00:00Z,0,Mississippi_River,22,313.2,312.5,39,2002-09-25T23:59:53Z,2002-09-25T23:59:46Z,429.27,519.88,572.95,430.7,593.44,545.35,479.94,430.03,459.46,440.56,538.87,504.67,504.59,484.03,483.49,459.08,458.84,440.5,440.3,430.68,429.08,420.85,529.93,430.49,440.75,603.22,593.48,591.87,585.88,583.21,574.1,572,561.78,560.93,547.88,545.13,537.85,535.75,531.27,528.02,520.81,518.18,481.25,479.27,472.38,470,462.01,459.5,451.38,483.36,537.23,440.35,470.23,467.7800002,511.78,435.8,568.55,456.27,471.31,524.14
2009,2009-06-17T00:00:00Z,0,Mississippi_River,22,313.5,312,24,2009-06-16T23:59:53Z,2009-06-16T23:59:46Z,435.74,522.31,573.26,441.01,594.14,545.98,481.98,439.61,462.46,444.37,538.91,505.77,504.86,489.12,483.45,461.49,458.95,447.42,442.58,442.58,433.9,433.9,532.26,441.87,447.33,603.09,594.17,592.16,586.6,583.22,574.63,571.88,562.28,561.06,549.56,545.37,539.49,536.03,534.72,528.12,523.62,518.2,485.65,477.88,477.39,470.54,467.84,459.98,456.47,488.48,538.61,444.46,471,470.1599998,513.97,440.02,573.47,461.56,475.95,526.03
2011,2011-08-19T00:00:00Z,0,Mississippi_River,22,320.2,319.5,33,2011-08-18T23:59:53Z,2011-08-18T23:59:46Z,429.71,522.71,576.1,431.99,596.77,545.75,481.39,430.94,461.47,440.71,538.99,504.63,504.66,484.17,483.47,458.95,458.86,441.27,440.24,432.9,429.1,422.59,533.39,432.09,441.38,602.81,597.23,591.9,590.64,582.89,578.82,572.02,564.26,560.84,552.28,543.71,542.28,536.6,536.28,527.75,524.68,518.35,485.04,477.96,476.49,469.67,466.63,459.2,455.65,483.83,540.88,440.6,470.02,468.3200001,512.12,435.54,569.54,455.9,471.53,524.21
2010,2010-08-09T00:00:00Z,0,Illinois_Waterway,MA,262.1,253.4,32,2010-08-08T23:59:53Z,2010-08-08T23:59:46Z,432.99,525.46,574.82,439.37,595.34,546.85,487.96,437.45,467.51,443.56,538.74,505.86,504.95,487.19,483.29,459.99,459,445.73,441,441,431.29,431.29,534.71,439.82,445.62,603.3,595.62,592.57,589.08,583.51,577.07,572.21,563.27,561.03,551.82,544.14,542.68,538.18,538.03,527.49,527.12,518.16,491.53,483.97,483.13,475.2,474.3,463.83,463.33,485.36,541.51,442.18,475.98,471.19,512.58,437.83,576.62,457.02,472.86,524.34
2010,2010-09-21T00:00:00Z,0,Mississippi_River,22,302,301.2,38,2010-09-20T23:59:53Z,2010-09-20T23:59:46Z,429.72,521.92,573.97,431.61,594.84,545.78,481.39,430.83,462.09,440.47,538.77,505.09,504.87,484.06,483.45,459.02,458.88,440.97,439.94,432.02,429.29,424.07,531.62,431.53,440.99,603.05,595.05,591.77,588.01,583.02,575.84,571.87,562.67,560.88,549.99,545.1,539.79,535.73,534.28,527.95,523.11,518.22,484.82,478.45,476.55,469.86,467.48,459.41,456.64,483.86,538.76,440.17,470.26,468.1599998,511.93,442.33,570.78,457.31,474.18,524.23
2009,2009-05-20T00:00:00Z,0,Mississippi_River,22,308.9,308.8,20,2009-05-19T23:59:53Z,2009-05-19T23:59:46Z,446.58,524.75,573.95,450.56,594.46,545.51,485.69,449.33,467.52,454.3,538.99,504.97,504.79,490.52,483.18,463.27,458.84,456.29,452.87,452.87,444.46,444.46,534.02,451.2,455.63,602.96,594.58,591.96,587.29,583.01,575.51,571.92,562.79,561.1,550.9,543.83,541.65,537.32,537.09,527.84,526.2,518.27,489.25,481.91,481.27,474.76,473.84,463.97,463.53,490,540.56,453.8,475.22,471.1100001,515.83,456.89,575.87,471.34,491.79,530.31
2013,2013-04-02T00:00:00Z,0,Mississippi_River,22,307.1,305.2,14,2013-04-01T23:59:53Z,2013-04-01T23:59:46Z,432.26,522.01,573.87,437.99,595.36,545.83,480.49,436.27,460.68,441.7,538.86,505.1,504.97,485.41,483.19,459.72,458.97,444.19,439.35,439.28,430.2,430.2,532.29,438.56,443.46,603.21,595.67,592.17,588.41,583.18,575.72,571.69,562.78,560.81,550.54,544.95,540.43,536.03,534.85,527.95,523.38,518.11,483.64,478.6,475.1,470.5,464.41,459.48,453.46,484.61,539.28,440.23,470.68,469.7400002,513.24,438.49,573.91,460.52,474.54,526.51
2000,2000-09-13T00:00:00Z,0,Mississippi_River,22,314.1,310.5,37,2000-09-12T23:59:53Z,2000-09-12T23:59:46Z,429.94,519.57,572.83,432.11,593.52,545.52,481.37,430.95,459.7,441.75,538.99,505.45,504.84,486.5,483.54,460.29,458.84,444.19,440.65,433.15,429.5,420.95,529.85,432.32,443.47,603.32,593.59,592.22,585.36,583.11,574,571.95,561.91,561.11,547.79,545.3,538.1,536.18,531.19,528.09,520.56,517.85,482.39,481.04,472.19,470.51,461.6,459.78,450.57,485.35,537.64,440.98,470.56,469.3400001,511.87,435.16,570.89,455.82,470.67,524.11
2001,2001-10-09T00:00:00Z,0,Mississippi_River,22,312.4,311,41,2001-10-08T23:59:53Z,2001-10-08T23:59:46Z,429.59,519.35,572.34,431.58,592.66,545.56,479.86,430.62,459.51,441.43,538.76,505.08,504.8,484.02,483.39,459.02,458.9,441.95,440.33,432.45,429.38,421.53,528.97,431.77,441.83,603.1,592.61,591.98,583.75,582.83,572.9,571.96,561.28,560.93,546.77,545.43,537.31,536.04,529.95,527.86,519.84,518.27,480.67,479.49,471.7,469.7,461.65,459.45,451.26,483.71,537.03,440.52,469.65,468.0100002,512.27,436.47,570.09,455.85,471.38,524.74
2012,2012-05-23T00:00:00Z,0,Mississippi_River,22,301.9,301.2,21,2012-05-22T23:59:53Z,2012-05-22T23:59:46Z,430.36,522.89,574.94,436.9,595.29,545.59,481.38,435.31,462.03,440.82,538.86,504.95,504.99,484.68,483.36,459.27,458.94,442.43,438.44,438.44,428.21,428.21,532.8,437.6,441.9,602.67,595.57,591.82,588.89,582.66,577.18,571.88,563.51,560.84,551.28,544.05,541.53,536.19,535.88,527.75,524.47,518.15,485.08,477.4,477.07,470.32,467.23,459.95,455.92,484.21,540.23,439.33,470.67,468.3200001,513.18,436.72,570.83,457.02,473.7,526.04
2010,2010-09-21T00:00:00Z,0,Mississippi_River,22,302.8,302,38,2010-09-20T23:59:53Z,2010-09-20T23:59:46Z,429.72,521.92,573.97,431.61,594.84,545.78,481.39,430.83,462.09,440.47,538.77,505.09,504.87,484.06,483.45,459.02,458.88,440.97,439.94,432.02,429.29,424.07,531.62,431.53,440.99,603.05,595.05,591.77,588.01,583.02,575.84,571.87,562.67,560.88,549.99,545.1,539.79,535.73,534.28,527.95,523.11,518.22,484.82,478.45,476.55,469.86,467.48,459.41,456.64,483.86,538.76,440.17,470.26,468.1599998,511.93,442.33,570.78,457.31,474.18,524.23
2003,2003-03-26T00:00:00Z,0,Mississippi_River,22,317.3,315.8,13,2003-03-25T23:59:53Z,2003-03-25T23:59:46Z,429.76,521.13,573.94,431.6,595.32,546.41,480.4,431.02,460.09,441.03,538.79,504.91,504.91,484.68,483.43,459.26,458.91,441.27,440.59,432.25,429.47,422.41,531.24,431.65,441.19,603.16,595.66,592.14,588.21,582.68,575.89,571.72,562.8,561.01,550.03,545.31,539.83,536.21,533.5,527.9,522.4,518.13,482.97,478.92,474.35,470.04,464.08,459.54,453.17,483.73,538.74,440.55,470.34,467.94,512.5,436.97,568.74,458,472.11,525.32
2000,2000-06-14T00:00:00Z,0,Mississippi_River,22,314,311.1,24,2000-06-13T23:59:53Z,2000-06-13T23:59:46Z,429.91,526.28,578.51,437.3,598.84,549.46,485.09,435.39,463.58,442.49,538.89,505.59,504.64,488.83,483.39,461.38,458.98,447.54,439.03,439.01,427.43,427.4,536.82,437.82,446.57,603.03,599.49,593.13,592.82,583.34,581.92,571.84,566.57,561.28,556.88,547.79,547.28,541.25,541,528.95,528.31,518.24,489.46,480.71,480.16,471.54,470.5,459.86,459.17,487.03,546.16,439.99,472.39,472.3099999,513.51,436.49,580.15,458.09,478.17,527.32
2011,2011-08-09T00:00:00Z,0,Mississippi_River,22,306.3,305.3,32,2011-08-08T23:59:53Z,2011-08-08T23:59:46Z,429.8,523.06,576.18,432.88,597.21,545.92,482.8,431.73,462.72,441.39,538.86,505.22,504.97,485.14,483.23,459.96,459,443.51,440.26,433.88,429.21,423.33,533.72,433.01,443.05,603,597.72,591.91,591.16,583.4,578.98,571.93,564.39,560.94,552.59,543.7,542.71,537.03,536.71,527.81,525.05,518.17,486.49,478.66,478.02,470.21,468.57,459.65,457.36,484.47,541.26,440.72,470.8,469.5100002,512.37,435.9,571.25,456.09,471.94,524.54
2010,2010-05-19T00:00:00Z,0,Mississippi_River,12,583,556.7,20,2010-05-18T23:59:53Z,2010-05-18T23:59:46Z,438.72,526.3,574.91,443.76,595.55,546.69,488.12,442.27,468.71,447.08,538.76,505.04,504.77,489.82,483.39,461.85,458.85,450.69,445.23,445.23,436.98,436.98,535.68,444.37,449.91,603.11,595.96,591.91,589.11,582.77,577.12,571.71,563.71,561.09,552.56,544.2,543.74,539.48,539.2,528.46,528.03,518.14,491.7,484.2,483.52,476.43,475.63,464.99,464.5,487.95,542.62,446.04,477.2,471.8799996,514.82,455.32,576.48,466.71,487.28,529.8
2015,2015-07-21T00:00:00Z,0,Mississippi_River,22,306.1,305.4,29,2015-07-20T23:59:53Z,2015-07-20T23:59:46Z,446.6,522.7,574.01,450.15,594.92,545.77,483.19,448.79,464.17,453.12,538.92,505.24,504.98,490.52,483.18,461.79,458.56,454.56,451.83,451.83,445.18,445.18,532.65,450.92,454.23,603.04,595.21,591.91,588.05,582.8,575.88,572,562.68,560.9,550.39,544.93,540.43,535.95,535.29,528.07,524.24,518.14,486.36,479.12,478.6,471.12,470.54,460.52,459.63,488.38,539.24,452.58,471.82,470.8700003,514.94,449.79,572.87,462.63,478.86,527.25
2007,2007-09-11T00:00:00Z,0,Mississippi_River,22,314,312.5,37,2007-09-10T23:59:53Z,2007-09-10T23:59:46Z,433.13,521.15,573.04,440.45,593.51,545.92,480.5,438.38,460.79,443.95,538.73,504.6,504.56,485.28,483.21,459.88,458.93,445.6,442.43,442.43,430.84,430.84,531.23,441.31,444.95,602.7,593.88,592.22,585.91,583.05,574.26,571.89,562.03,560.98,549.03,545.43,539.19,535.97,533.58,528.07,522.38,518.16,483.7,477.7,475.51,470.03,465.42,459.18,454.48,484.36,538.17,443.14,470.26,469.65,512.57,434.64,574.57,455.64,471.41,525.05
2007,2007-05-22T00:00:00Z,0,Mississippi_River,22,312.5,311,21,2007-05-21T23:59:53Z,2007-05-21T23:59:46Z,430.48,521.4,573.26,433.38,593.68,545.61,480.95,432.66,461.26,440.95,539.06,505.08,505.08,484.53,483.45,459.3,458.95,441.91,440.26,434.57,429.48,425.51,531.37,433.91,441.85,602.76,593.85,591.67,586.38,583.12,574.61,571.91,562.26,561.1,548.84,545.11,538.86,535.66,533.55,527.91,522.58,518.34,484.03,477.99,475.92,469.92,466.1,459.48,455.19,483.81,538,440.48,470.28,468.8699998,512.79,436.43,570.93,458.25,473.525,525.53
2011,2011-08-19T00:00:00Z,0,Mississippi_River,22,306.2,305.3,33,2011-08-18T23:59:53Z,2011-08-18T23:59:46Z,429.71,522.71,576.1,431.99,596.77,545.75,481.39,430.94,461.47,440.71,538.99,504.63,504.66,484.17,483.47,458.95,458.86,441.27,440.24,432.9,429.1,422.59,533.39,432.09,441.38,602.81,597.23,591.9,590.64,582.89,578.82,572.02,564.26,560.84,552.28,543.71,542.28,536.6,536.28,527.75,524.68,518.35,485.04,477.96,476.49,469.67,466.63,459.2,455.65,483.83,540.88,440.6,470.02,468.3200001,512.12,435.54,569.54,455.9,471.53,524.21
2008,2008-12-02T00:00:00Z,0,Mississippi_River,22,313,311.5,49,2008-12-01T23:59:53Z,2008-12-01T23:59:46Z,429.64,519.4,572.34,432.07,592.71,545.56,479.3,431.28,459.95,440.71,538.8,504.6,504.69,484.12,483.31,459.31,458.96,442.15,440.08,432.8,429.17,423.45,529.33,432.65,441.5,603.03,592.64,591.94,584.09,582.8,573.06,571.91,561.35,561.04,547.05,545.35,537.33,536.01,530.49,527.96,520.17,517.88,480.85,478.58,472.41,470.07,461.95,459.34,451.35,483.6,536.86,440.36,470.12,468.2400002,513,436.76,570.12,457.25,472.94,525.3
2011,2011-08-19T00:00:00Z,0,Mississippi_River,22,312.1,311.5,33,2011-08-18T23:59:53Z,2011-08-18T23:59:46Z,429.71,522.71,576.1,431.99,596.77,545.75,481.39,430.94,461.47,440.71,538.99,504.63,504.66,484.17,483.47,458.95,458.86,441.27,440.24,432.9,429.1,422.59,533.39,432.09,441.38,602.81,597.23,591.9,590.64,582.89,578.82,572.02,564.26,560.84,552.28,543.71,542.28,536.6,536.28,527.75,524.68,518.35,485.04,477.96,476.49,469.67,466.63,459.2,455.65,483.83,540.88,440.6,470.02,468.3200001,512.12,435.54,569.54,455.9,471.53,524.21
2004,2004-07-28T00:00:00Z,0,Mississippi_River,22,316.6,315.5,30,2004-07-27T23:59:53Z,2004-07-27T23:59:46Z,429.65,520.31,573.1,431.07,593.48,545.56,479.84,430.6,460.83,440.73,538.88,505.11,504.96,484.4,483.4,459.44,458.94,441.44,440.33,431.69,429.07,421.92,530.44,431.29,441.35,603.41,593.54,591.68,585.8,582.82,574.25,572.06,562.05,561.13,548.45,545.15,538.58,536.04,532.25,527.81,521.37,518,482.68,477.55,474.84,469.82,464.75,459.37,453.99,483.98,537.7,440.42,469.94,467.8299999,512.38,435.83,571.45,456.92,471.69,524.59
2007,2007-06-05T00:00:00Z,0,Mississippi_River,22,320.5,319,23,2007-06-04T23:59:53Z,2007-06-04T23:59:46Z,430.39,522.61,574.05,433.9,595.03,545.97,482.64,432.67,462.49,441.34,538.8,504.91,504.71,484.9,483.42,459.76,458.97,442.85,440.35,435.07,429.39,424.71,532.86,434.55,442.43,603.15,595.3,592.35,587.86,583.03,575.91,572.08,563.08,561.21,550.2,545.24,539.97,535.99,535.42,527.83,524.03,518.18,486.3,478.61,477.9,469.78,468.7,459.11,457.53,484.26,538.91,440.73,470.56,468.8699998,512.78,436.39,570.91,458.08,474.08,525.76
2011,2011-10-12T00:00:00Z,0,Mississippi_River,22,306.6,305.3,41,2011-10-11T23:59:53Z,2011-10-11T23:59:46Z,429.42,518.61,572.46,430.58,592.8,545.47,479.75,430.04,459.58,440.63,538.64,505.04,504.92,483.88,483.6,458.76,458.83,440.7,440.26,431.2,429.17,420.66,529.28,430.68,440.96,603.32,592.87,591.98,584.75,583.23,573.2,571.96,561.37,560.92,546.84,545.4,537.36,536.02,529.95,528.03,520.01,518.43,480.3,479.56,471.14,470.14,460.55,459.15,450.22,483.95,536.82,440.42,470.13,467.9500002,512,435.15,568.92,455.56,471.08,524.07
2008,2008-08-12T00:00:00Z,0,Mississippi_River,22,317,315,33,2008-08-11T23:59:53Z,2008-08-11T23:59:46Z,430.04,520.12,572.8,433.59,593.12,545.99,479.38,432.45,460.67,440.83,538.99,505.04,504.9,485,483.24,459.24,458.98,442.31,440.04,434.83,429.22,424.43,530.07,434.48,442.08,602.88,592.84,591.97,584.66,583.19,573.68,572.18,561.72,561.04,547.74,545.34,537.73,535.68,531.79,527.86,521.1,518.14,481.79,477.81,474.49,469.7,464.43,459.4,453.89,484.23,537.07,440.27,469.82,468.4099998,512.86,435.19,571.76,457.23,471.44,524.42
2003,2003-04-03T00:00:00Z,0,Mississippi_River,22,313,311.5,14,2003-04-02T23:59:53Z,2003-04-02T23:59:46Z,429.59,520.71,574.11,431.04,595.15,546.34,479.3,430.58,460.16,441.14,538.7,504.61,504.79,484.84,483.27,459.18,458.94,441.29,440.61,431.63,429.38,421.98,530.8,431.15,441.22,603,595.47,592.03,588.13,583.09,575.9,572.12,562.85,561.22,549.81,545.4,539.4,536.19,532.83,527.83,521.83,518.31,481.66,478.06,473.5,469.85,463.19,459.43,452.59,483.32,538.35,440.64,470.1,467.9999999,512.29,436.56,569.08,457.6,471.8,524.98
2003,2003-05-13T00:00:00Z,0,Mississippi_River,22,312,310.4,19,2003-05-12T23:59:53Z,2003-05-12T23:59:46Z,433.54,524.47,576.01,440.52,597.39,546.47,484.58,438.78,464.26,445.96,539.26,505.42,504.89,490.92,483.31,463.79,458.78,450.86,442.62,442.62,431.71,431.71,534.78,441.15,449.75,602.82,597.93,592.14,590.99,582.94,578.84,571.97,564.5,560.98,553.02,544.26,543.21,538.38,538.07,528.03,526.29,518.2,488.29,480.55,479.94,471.79,471.02,460.38,459.84,488.94,541.99,443.58,472.68,471.1100001,514.91,444.81,572.27,464.98,480.41,528.47
2004,2004-06-15T00:00:00Z,0,Mississippi_River,22,314,312,24,2004-06-14T23:59:53Z,2004-06-14T23:59:46Z,436.04,527.76,579.56,442.7,602.03,550.58,488.64,440.23,467.64,448.78,538.83,505.57,504.72,494.98,483.08,465.58,458.84,454.96,445.45,445.45,434.01,434.01,537.86,443.7,453.38,602.98,602.62,595.46,595.02,583.82,583.24,571.83,567.08,560.86,557.63,548.8,548.36,542.58,542.17,530.55,529.96,518.22,492.36,484.12,483.62,475.29,474.51,463.65,463.12,492.82,546.85,446.51,476.04,472.3799996,516.48,445.06,577.98,462.55,474.96,527.6
2007,2007-06-04T00:00:00Z,0,Mississippi_River,22,314,312.5,23,2007-06-03T23:59:53Z,2007-06-03T23:59:46Z,430.48,522.67,573.91,433.71,594.86,545.97,483.35,432.43,463.09,441.42,538.88,504.91,504.87,485.07,483.42,459.39,458.93,442.54,440.33,434.85,429.28,424.32,532.91,434.26,441.98,603.41,595.14,592.38,587.6,583.11,575.65,572.1,562.8,560.97,550.03,545.28,539.75,536.07,535.16,527.98,523.99,518.22,486.96,479.34,478.61,470.2,469.48,459.45,458.31,483.68,538.74,440.73,471.04,468.65,512.75,436.46,570.74,458.3,474.22,525.85
2015,2015-08-04T00:00:00Z,0,Mississippi_River,22,320.8,319.3,31,2015-08-03T23:59:53Z,2015-08-03T23:59:46Z,437.89,520.84,572.91,442.27,593.66,545.32,480.9,440.92,461.15,444.77,538.96,504.9,504.68,485.99,483.22,459.9,459.05,445.78,443.57,443.57,436.33,436.33,530.98,442.87,445.65,603.21,593.8,592.09,585.98,582.95,574.14,571.91,561.77,560.8,548.14,545.03,538.17,535.84,532.83,528.01,522.05,518.26,483.73,478.15,475.99,470.45,465.92,459.36,454.95,484.97,537.48,444.19,470.71,468.0300002,512.93,438.46,569.49,458.17,473.83,525.58
2003,2003-05-21T00:00:00Z,0,Mississippi_River,22,321.8,321.7,21,2003-05-20T23:59:53Z,2003-05-20T23:59:46Z,434.02,526.33,579.51,440.49,602.87,548.86,486.13,438.9,465.01,444.38,539.02,504.9,504.87,486.52,483.38,459.95,458.81,445.89,442.22,442.15,432.08,432.08,537.04,441.01,445.55,604.11,603.74,596.12,595.65,583.95,583.4,571.8,567,560.68,556.66,547.27,546.82,541.31,540.96,529.07,528.44,518.31,490.04,481.93,481.19,472.87,472.08,461.04,460.53,485.11,545.54,443.02,473.8,469.3800001,513.37,437.78,572.33,460.4,474.59,526.5
2012,2012-05-17T00:00:00Z,0,Mississippi_River,22,307.3,306.3,20,2012-05-16T23:59:53Z,2012-05-16T23:59:46Z,432.76,524.07,576.76,440.36,598.31,546.44,482.8,438.3,462.54,444.03,538.74,504.73,504.77,484.64,483.38,459.45,458.96,445.42,442.12,442.12,430.59,430.59,534.23,441.09,444.97,603.46,598.91,592.39,591.98,582.91,579.62,572.26,564.93,561.03,553.45,544.06,543.56,538.14,537.8,528.07,525.9,518.18,486.71,478.66,478.29,470.39,468.48,459.55,457.11,484.34,542.25,443.24,470.95,469.0900001,513.07,437.74,571.44,457.14,474.93,526.22
2015,2015-06-17T00:00:00Z,0,Mississippi_River,22,320.8,319.3,24,2015-06-16T23:59:53Z,2015-06-16T23:59:46Z,440.5,527.36,577.72,446.66,597.83,548.78,488.47,444.49,467.87,452.67,538.9,508.33,504.82,501.17,484.76,470.38,461.57,460.62,449.63,449.61,438.64,438.64,537.63,447.6,458.39,603.6,598.43,592.35,592.04,583.05,580.62,571.84,565.91,561.03,556.18,547.53,547.08,541.98,541.8,530.02,529.5,518.19,492.11,484.34,483.62,475.71,475.07,464.05,463.51,498.16,545.77,450.88,476.51,476.0300002,518,453.78,577.84,467.91,488.28,533.05
2001,2001-05-30T00:00:00Z,0,Mississippi_River,22,308.8,307,22,2001-05-29T23:59:53Z,2001-05-29T23:59:46Z,430.07,526.38,577.2,437.76,597.54,547.92,487.47,435.6,466.37,442.42,538.83,504.83,504.78,486.05,483.24,460.1,459.02,445.09,439.66,439.66,428.1,428.1,536.38,438.21,442.04,602.75,599.44,592.74,592.15,582.79,580.42,571.65,565.33,560.9,554.45,545.63,545.26,540.09,539.89,528.87,528.18,518.23,490.83,483.05,482.33,474.19,473.4,462.71,462.2,485.06,544.07,440.82,475.13,469.6100001,513.33,438.87,572.19,457.94,476.24,526.47
